id,mass,height,waist,foot,sittingHeight,upperLegLength,kneeHeight,forearmLength,age,gender,handedness,birthOrder
90130,32.7,142.4,59.9,22.6,724,482,439,378,9.801,M,right,1
90131,29.7,135,55.7,21.3,700,458,406,362,9.812,M,right,1
90132,40.2,136.2,68.5,22,750,457,416,362,10.146,M,right,1
90133,30.9,144.1,59.6,22.7,756,450,424,388,10.231,M,right,4
90134,26.4,132.3,54.8,19.9,696,420,391,345,10.149,M,right,2
90135,35.3,142.9,64.9,22.7,726,483,457,390,11.252,M,right,2
90136,44.3,146.7,68.5,25,799,482,471,400,11.386,M,right,10
90137,23.8,129.7,,20.3,671,416,401,342,7.802,M,right,2
90138,36.7,143.4,,22.4,773,472,445,383,11.011,M,right,4
90139,25.7,126.6,,19.6,701,401,372,335,7.556,M,right,1
90140,27.3,120.9,,18.5,660,390,376,311,7.323,M,right,2
90141,30.6,127.1,60.7,20.6,697,421,402,357,6.376,M,right,2
90142,34.4,134.7,58.8,21.8,718,448,427,357,10.674,M,left,1
90143,32,145.7,59.3,21.9,742,481,466,392,10.795,M,right,4
90144,28.8,139.5,54.8,20.2,706,481,428,373,10.83,M,right,2
90145,35.9,154,66.3,22.1,781,501,485,423,10.97,F,right,4
90146,34,149.8,61.6,22.2,730,530,476,402,12.922,F,right,2
90147,32.7,141.9,58.2,22.1,750,467,458,372,10.494,F,right,1
90148,32.6,141.4,60.3,21.7,719,492,443,365,10.231,F,right,1
90149,33.4,137.9,66.5,20.9,704,461,441,357,10.551,F,right,4
90150,20,116.6,51.8,18.9,623,409,364,313,6.893,M,right,1
90151,21.3,119.5,50.5,17.5,670,380,365,301,6.984,F,right,4
90152,20.7,,53.3,18.1,660,381,359,310,6.68,F,right,2
90153,24.1,121.2,57.5,19.6,621,413,369,310,6.926,F,right,1
90154,17,107.6,48.6,17.2,591,343,320,278,6.31,F,right,1
90155,26.8,,53,19.9,676,433,411,355,7.17,F,right,3
90156,33.9,148.6,61.5,21.7,775,499,477,396,11.477,F,right,1
90157,42.5,155.4,64.7,23.3,797,533,500,419,11.556,F,right,2
90158,29.7,134.4,59.2,21.1,720,445,405,342,7.718,F,right,2
90159,29.1,125.7,64,19.7,700,412,368,342,7.893,F,right,5
90160,26.2,119.9,57.2,17.8,647,400,354,316,7.548,F,right,3
90161,26.6,123.4,55.2,19.3,657,415,363,331,9.281,F,right,1
90162,35.1,141.3,63.8,21,706,491,432,362,9.697,F,right,1
90163,39,143.6,65.8,22.3,725,511,452,396,9.675,F,right,1
90164,35.3,137.8,59.5,22.2,712,482,422,377,11.184,F,right,5
90165,41.7,137.7,70,21.5,718,475,421,369,10.956,F,right,3
90166,36.3,141.7,61.3,22.7,697,493,433,384,10.316,F,right,1
90167,45.8,154.7,73,24.5,762,533,513,452,11.989,F,right,2
90168,32.6,145.6,56.2,22.7,712,488,464,394,11.967,F,right,3
90169,20.9,111.4,55,17,602,357,318,285,6.258,F,right,3
90170,18.8,106.3,48.9,16.6,599,336,314,292,6.581,F,right,2
90171,19.2,109.2,50.6,17.9,564,379,345,310,6.258,F,right,3
90172,36,137.7,64.2,21.5,722,489,428,377,9.831,F,right,2
90173,34.4,128.2,65.5,20.3,665,450,399,,9.681,F,right,1
90174,39.2,128.4,69.5,21.9,704,445,392,343,9.538,F,right,2
90175,36.3,143.2,63.5,22.6,746,474,435,392,11.657,F,right,2
90176,18.5,105.4,52.6,17.1,601,317,,285,4.177,F,right,3
90177,15.6,104,48.4,16.7,589,340,,281,4.67,F,right,2
90178,20.7,103.3,55,16.9,634,344,,283,4.454,F,right,1
90179,18.8,107.5,54.6,17.4,593,339,,288,4.547,F,,
90180,17,97.2,51.7,15.5,570,306,,260,4.383,M,,3
90181,16.1,98.5,49.4,15.5,570,304,,255,4.347,F,,2
90182,18.7,107.1,50.1,15.9,565,329,,294,3.983,F,,2
90183,16.5,103.7,49,16.7,589,326,,267,4.525,F,,1
90184,14.9,101.2,45.9,16.2,572,314,,269,4.736,F,,3
90185,15.8,100.5,50.4,16.2,570,304,,274,3.876,M,,3
90186,18.5,104.7,49.8,16.7,581,323,,277,3.841,F,,1
90187,13.5,96.4,46,15.5,548,304,,258,4.008,F,,1
90188,16.3,103.4,49.3,14.8,559,317,,280,3.885,M,,1
90189,16.7,104.4,47.8,16.3,583,325,,274,3.89,F,,1
90190,16.3,105.8,52.3,16.6,586,336,,273,4.829,M,,1
90191,15,100.3,50.6,16.2,534,312,,270,4.139,M,,3
90192,17.3,107.8,49.8,17.2,589,334,,293,4.574,M,,1
90193,17.6,105.5,51.8,16.2,576,349,333,268,4.695,F,left,1
90194,18.5,110.7,52.8,16.8,597,363,339,285,5.705,F,,
90195,14,101.7,44.7,16.8,584,318,311,281,4.065,F,,
90196,16.4,99.4,54.1,15.5,568,295,298,254,3.575,M,,
90197,19.7,114.3,46.2,17.2,626,366,338,293,7.208,M,,
90200,18.2,108.5,51,17,602,359,302,299,5.196,M,right,1
90201,17.9,105.6,51.5,17.6,583,337,293,275,4.777,M,right,2
90202,17.4,105.5,49.2,15.8,586,364,295,276,4.41,F,right,1
90203,15.2,95.7,49.7,17.7,574,313,262,264,3.808,M,right,1
90204,17.7,102.5,51.4,16.4,585,322,291,279,3.865,M,both,2
90205,12.3,90.9,46,15.4,535,286,255,239,3.975,M,right,1
90206,14.6,92.5,51.2,15.1,532,293,263,253,3.222,M,right,2
90207,15.5,98.9,47.4,16.5,543,318,268,273,3.485,M,right,1
90208,17.2,100.4,51.9,15.9,598,296,291,248,3.236,M,right,1
90209,21.3,114.4,52.1,17.8,632,361,348,292,5.097,F,right,1
90210,18.5,112.9,45.7,18.2,641,367,359,304,5.125,F,left,3
90211,15.4,99.5,48.3,16.1,557,318,297,268,4.213,M,right,3
90212,18.5,112.2,49.3,17.3,598,362,336,296,5.106,F,both,3
90213,17.2,107.4,47.7,16.4,614,334,309,278,4.336,M,right,1
90214,14.5,95.9,49.6,16.4,549,298,279,254,3.411,M,right,1
90215,18.2,109.3,49.4,17.6,589,346,337,301,5.177,M,right,4
90216,21.7,113.3,53.1,18.2,622,361,349,309,4.813,M,right,1
90217,20.9,107.1,54.7,17.3,616,341,322,284,4.681,F,right,1
90218,14.4,95.8,47.7,15.2,538,310,270,260,4.065,F,right,1
90219,15.5,95.7,47.3,15.3,550,329,287,250,4.147,F,right,1
90220,16.5,107.4,51,17.1,600,355,307,288,5.081,F,both,2
90221,13.7,95.7,49.6,14.2,546,297,286,258,4.254,F,right,2
90223,22.7,111.4,56.5,17,640,337,340,300,4.908,M,right,4
90224,17.2,105.9,50.8,16.4,567,334,316,272,4.87,F,right,1
90225,22.2,110,58,17.8,613,342,321,276,4.821,M,right,1
90226,17.2,110.4,51.2,17.6,585,362,345,300,6.034,M,right,1
90227,20.8,115.1,51.4,18.5,653,366,350,303,5.141,M,right,1
90228,16.2,109.8,47.6,17.1,590,353,326,305,5.108,M,right,2
90229,15.9,101.2,50.5,15.4,538,322,285,270,4.626,F,right,1
90230,19,108.8,52.8,16,580,348,337,291,5.059,M,right,1
90231,20.7,112.8,57.7,19.2,625,361,346,318,4.769,F,right,1
90232,13,89.7,48,13.8,506,280,262,237,3.452,F,right,1
90233,15.4,103.2,50.6,17,568,325,318,284,4.079,F,right,1
90234,13.8,90.8,51.9,15,545,280,263,242,3.34,M,right,1
90235,16.4,105.5,49.1,16.8,597,322,299,282,5.084,M,,2
90236,19.5,112.4,53.5,18.5,609,355,327,309,5.092,M,right,3
90237,18.9,106.3,52,16.7,602,325,296,286,4.577,M,right,1
90238,15.7,103.4,51.2,16,605,310,300,287,5.316,M,right,1
90239,17.3,102.4,48.2,17,578,317,301,270,4.158,M,right,1
90240,16.2,103.2,48.3,16.4,583,320,302,281,4.336,F,right,1
90241,16,105.7,47.6,16.6,595,332,316,279,5.273,F,right,1
90242,20.6,114.4,54.2,18,597,379,357,315,5.169,F,both,2
90243,41.5,141.5,68.4,21.7,756,465,437,370,9.519,F,right,4
90244,47.8,155.5,66.8,23.8,793,542,494,439,10.584,F,right,1
90245,38.7,135.9,65.2,22.8,700,474,457,364,10.529,F,right,3
90246,31,142.6,55.8,22.1,743,484,440,379,10.981,F,right,2
90247,18.7,112,52.8,17.7,614,355,337,282,5.713,F,,4
90248,37,135.7,66.9,23.1,,472,,396,9.125,F,right,1
90249,40.3,135.1,66.1,22,715,493,435,384,9.546,F,right,1
90250,37.3,147,64.4,23.4,734,522,489,414,9.744,F,right,2
90251,39,145.3,66.7,22.1,720,521,480,392,10.529,F,right,1
90252,33.6,135,59.1,20,729,461,425,360,11.195,F,right,3
90253,28.9,136.1,53.7,20.7,,438,,356,9.82,M,right,2
90254,29.4,133,57.4,22,671,442,439,381,9.878,M,right,7
90255,35.1,147.3,60.9,22.9,769,465,463,381,9.344,M,right,5
90256,35,138.1,56.8,22.2,740,451,422,362,9.503,M,right,2
90257,32,136.8,61,21.9,715,440,422,361,10.39,M,left,3
90258,33.2,139.4,57.2,20.4,732,450,441,364,9.188,M,right,4
90259,36.5,141.5,60.8,21.8,767,453,439,350,10.015,M,right,4
90260,20,112.1,55.7,17,623,356,343,290,5.336,M,left,1
90261,19,110.6,50.7,17.8,623,338,334,297,5.379,M,right,2
90262,19.5,111.2,51.2,16.9,606,331,335,292,5.442,M,right,3
90263,18.6,112.2,50,17.3,618,360,348,297,5.212,M,right,1
90264,36.5,146.2,62.2,22.4,765,476,401,397,11.164,M,right,2
90265,28.6,137.4,51.6,19.8,743,440,419,345,10.579,M,right,2
90266,34.8,142.6,61.9,22.8,720,468,462,401,11.184,M,right,2
90267,26.4,119.7,52.5,19.4,673,381,368,320,5.524,M,right,1
90268,20,113.4,52.4,17.6,625,350,341,290,5.631,M,right,1
90269,42.4,147.3,69.8,22.3,745,507,455,381,11.323,F,right,2
90270,30.6,143.8,56.8,21.6,740,479,451,367,11.356,F,right,6
90271,29,139.6,56,21.6,732,458,436,363,10.444,M,right,1
90272,38.3,135.8,66.2,23.3,727,473,426,381,10.332,M,right,1
90273,23.3,115.5,53.8,18.9,632,382,360,324,5.754,M,,1
90274,18.2,103.4,50.2,17,606,321,313,285,4.462,M,right,1
90275,27.9,119.5,62,19,691,375,354,308,5.248,M,right,2
90276,21.1,111.4,55,17.4,632,360,332,305,5.368,M,,1
90277,17.4,106.9,49.9,16.7,613,330,308,287,5.089,F,right,2
90278,24.4,123.1,59.1,19.5,678,409,361,318,5.93,F,right,1
90279,18.2,110.8,50.5,17.2,625,347,339,284,4.887,F,left,1
90280,20,115.5,49.1,16.8,649,358,343,291,5.82,F,right,1
90281,18.2,113.4,51,16.3,620,364,328,291,5.864,F,left,1
90282,14.3,90.7,50.5,15.3,512,300,268,254,2.499,F,both,1
90283,13.2,91.8,48.5,14.7,548,270,265,241,3.195,M,,7
90284,13.3,87,49.2,12.3,489,273,245,237,2.787,F,right,1
90285,18.7,109.2,50.6,17.7,619,336,320,290,5.034,M,right,1
90286,29.4,143.4,56.6,22.1,739,463,461,367,10.351,F,right,5
90287,40.5,149,65.4,22.6,797,500,460,399,11.548,F,right,1
90288,37.5,140.1,66.1,21.5,735,492,438,377,11.154,F,right,6
90289,36.9,143.3,65.5,24.1,720,475,440,387,10.795,M,right,1
90290,30.7,136.8,62.6,22.1,693,464,437,373,9.987,F,right,1
90291,21.8,125.9,50.2,20.1,663,415,405,330,8.577,F,right,3
90292,65.9,150.9,89.9,25.2,806,546,488,420,11.263,F,right,5
90293,38.6,135.4,72.6,22.5,703,460,437,372,8.626,M,left,1
90294,36.5,143.3,62.8,24.1,735,488,455,399,12.462,M,left,8
90295,40.3,155.6,67.6,25.1,770,535,508,421,13.264,M,right,1
90296,49.1,161,66.4,27.1,824,545,517,446,13.062,M,right,7
90297,56.2,170.5,74.6,27.2,862,594,535,468,13.385,M,right,4
90298,59.6,166,73.2,26.3,861,567,519,445,14.379,M,left,4
90299,40.6,150.6,64.1,24.5,752,523,476,426,12.81,F,right,1
90300,37.1,146.1,61,24.3,741,512,472,401,13.385,F,right,6
90301,31.8,134,60.2,22,688,468,424,342,10.338,M,right,1
90302,44.3,155,65.3,24.7,778,549,491,422,10.584,F,left,3
90303,29.3,133.9,60.3,23.1,678,464,430,378,10.091,F,right,2
90304,35.2,142.4,59.7,22.8,731,486,467,402,9.557,F,right,1
90305,33.2,147.1,57.5,23.4,734,499,487,403,10.072,F,right,4
90306,28.4,141.3,57.7,22.8,692,485,444,372,10.105,M,right,1
90307,54.3,171.3,68,26.1,823,618,565,481,14.704,M,right,2
90308,31.1,140.5,57.8,23.6,710,485,460,389,12.427,M,left,5
90309,24.1,123.8,56.2,19.7,665,416,383,327,8.355,M,right,1
90310,22,120.8,54.7,18.5,663,391,356,311,6.387,F,right,2
90311,22.6,111,58,17.7,628,374,338,301,5.831,F,right,1
90312,27.4,129.8,55.6,20.5,713,417,394,358,8.522,M,right,3
90313,15.4,99.8,47.2,15,587,297,285,258,3.457,M,,
90314,18.1,104.6,53.8,16.8,614,329,304,284,4.361,M,left,
90315,14.4,94.4,,15.1,560,286,265,248,2.759,F,right,3
90316,15.1,97,49.9,15.5,560,304,282,252,3.17,F,,1
90317,14.7,92.5,52.3,15,,290,,247,2.485,F,right,2
90318,14.6,95.5,53,15.6,551,290,271,251,3.846,F,right,1
90319,16.7,100.3,55.7,16.1,560,331,305,271,4.755,F,both,1
90320,12.7,92,45,14.2,539,265,257,235,2.392,M,right,1
90321,14,97.2,47,15.3,571,287,270,251,3.364,M,right,1
90322,42.9,147.1,68.5,20.9,769,509,461,400,13.744,F,right,1
90323,45,150.4,76.7,23,781,517,476,391,11.846,F,right,2
90324,22.3,118.6,57.7,19.6,635,385,361,,7,F,,
90325,20,111.9,52.5,18.2,634,348,317,303,4.958,M,,
90326,16,100.6,52.5,15.7,558,313,302,264,3.83,F,,
90327,41.6,157.4,67.5,24.5,813,534,497,436,12.501,F,right,1
90328,32.4,140.7,61.7,21.6,718,486,458,382,12.87,F,right,5
90329,56.1,163.4,71.1,23.9,880,548,499,405,12.687,F,right,3
90330,50.2,151.1,71,23,802,544,470,418,13.481,F,right,3
90331,46,149,64.1,23.9,800,505,450,399,14.045,F,right,3
90332,53,164.1,67.5,23.3,829,580,535,438,14.253,F,right,2
90333,37.8,143.8,61.5,21.9,746,494,455,394,13.927,F,right,1
90334,40.3,151.6,66.5,22.7,764,527,466,408,14.573,F,right,3
90335,56.8,156.8,72.4,23.2,843,532,485,418,14.017,F,right,3
90336,56.3,153.7,79.5,23.1,829,535,464,406,15.31,F,right,20
90337,44,155.2,67.7,23.9,805,508,485,420,12.183,F,right,1
90338,43.3,150.7,68.9,22.4,778,508,486,405,12.183,F,right,1
90339,47.2,153.8,68.2,23.3,788,533,493,405,11.655,F,both,2
90340,40,150.5,58.9,22.5,786,512,466,391,11.679,F,right,2
90341,28.8,132.4,57.1,20.8,722,432,395,347,10.841,F,right,1
90342,31.5,134.6,59.7,21.6,694,446,434,363,10.984,F,both,
90343,44.6,155.6,72.7,23.5,827,500,482,401,12.621,F,right,1
90344,43.2,160.1,60.5,24,841,545,483,422,13.259,F,right,1
90345,41.5,148,65.9,22.6,794,498,467,411,12.895,F,right,1
90346,31.7,142.2,57.8,21.2,784,460,437,358,13.267,F,both,1
90347,51.7,163.8,67,23,858,547,501,418,14.247,F,right,2
90348,47.3,155.3,70.3,23.9,805,537,499,417,14.275,F,right,3
90349,42.2,140.6,74.6,21.9,729,489,457,378,9.305,F,right,3
90350,34.4,133.6,62.2,20.9,717,449,403,337,9.62,F,right,4
90351,46.3,142.2,76.5,21.2,749,480,440,365,9.226,F,right,1
90352,30.7,138,59.2,21.4,748,444,422,356,10.223,F,right,5
90353,37.3,142.8,66,23,773,461,450,382,10.006,F,right,7
90354,51.5,159,73.8,23.6,787,578,524,425,11.663,F,right,1
90355,49.2,142.1,78.3,22.7,736,507,455,373,11.693,F,right,7
90356,34.3,139.7,63.8,20.4,725,494,450,365,11.405,F,right,1
90357,31.2,138,61.5,21.8,717,461,442,350,11.57,F,left,2
90358,40.3,142.2,69.7,21.5,724,,448,381,10.918,F,right,1
90359,43.3,153.5,64.1,23.4,788,519,467,409,12.643,F,right,3
90360,41.8,154.5,71,23.3,797,524,494,403,13.171,F,right,3
90361,54,155.6,70.5,24.5,818,537,495,420,13.015,F,right,1
90362,28.4,136.8,56.6,21.8,709,469,433,352,11.627,F,right,1
90363,70.9,167.7,80,23.2,927,562,501,418,17.297,F,right,1
90364,43.9,157.7,67.8,23.2,824,526,497,420,13.514,F,right,2
90365,30.4,140.2,57,21.8,740,455,438,370,9.859,F,right,2
90366,23.2,120.1,58.1,17.9,654,412,376,319,9.681,F,right,2
90367,31.3,136.4,58.2,21.9,722,454,419,350,10.236,F,right,2
90368,26.5,123.2,67.9,19.1,664,413,375,306,9.494,F,right,5
90369,31.2,137.6,58.5,21,717,458,418,368,11.871,F,right,4
90370,59.3,166.8,72.8,25.1,873,563,524,450,14.694,F,right,1
90371,41.3,144.8,64.4,22.8,785,484,448,373,11.132,F,right,1
90372,,140.6,55,21,676,428,406,357,8.484,F,left,2
90373,65.2,163.5,86.5,23.9,852,,507,449,17.185,F,both,1
90374,53.2,164.4,67.8,23.5,871,551,500,422,16.9,F,left,1
90375,59.9,169.4,76.3,25.7,905,577,552,436,17.081,F,right,2
90376,57.4,175.6,70.5,25,921,572,535,456,16.673,F,right,2
90377,57.8,166.6,74.6,25.1,906,566,518,439,17.426,F,right,1
90378,36.7,148.1,60.4,23.4,742,502,477,414,11.255,M,left,1
90379,33.2,142.8,55.2,23.2,716,495,467,388,13.037,M,right,1
90380,50.4,150.9,75.8,25.9,811,518,482,412,11.074,M,right,1
90381,38.8,152.1,62.5,24.7,763,498,506,411,10.195,M,right,1
90382,44.7,141.5,75.8,22.4,732,493,478,400,10.844,M,right,2
90383,38.8,140,65.7,23.2,748,460,445,387,10.351,M,right,2
90384,37,142.7,65.2,22.5,720,489,475,376,10.598,M,right,2
90385,31.1,132.2,62.9,20.2,704,445,413,346,10.592,M,right,9
90386,31.5,148.9,56.5,22.6,761,484,483,406,11.307,M,left,1
90387,27.5,133.8,56.4,21.5,693,442,418,370,11.498,M,right,3
90388,27.5,129.4,57.2,20.5,693,419,392,341,8.473,M,right,1
90389,32.6,136.4,61.8,22.4,721,461,425,365,12.563,M,right,2
90390,35.3,140.4,65.4,22.5,715,498,467,368,11.942,M,right,1
90391,46.5,152.3,74.6,25.2,780,535,496,410,12.251,M,right,1
90392,49,149.8,69.8,24.9,772,525,490,432,11.49,M,right,2
90393,35.4,138.3,63.2,22.3,730,462,446,380,11.501,M,right,2
90394,29.7,137.8,57.2,21.5,728,451,421,358,11.422,M,right,1
90395,51.2,150.1,77.4,24.8,765,523,490,405,9.664,M,right,2
90396,21.5,122.1,52.5,19.2,677,390,371,323,8.454,M,right,2
90397,29.4,139.6,69.1,23.3,723,449,444,380,9.886,M,right,2
90398,30.8,142.2,59,23.2,723,486,458,383,9.106,M,right,1
90399,59.4,169.2,70.8,26,881,562,545,449,14.913,M,left,4
90400,46.1,147.6,75,24.8,742,516,474,404,10.882,M,right,4
90401,21.2,124.7,53.4,19.2,665,402,388,331,8.821,M,right,7
90402,51.9,151.5,81.8,24.6,767,533,501,404,12.654,M,right,2
90403,35.5,144,63.9,24,746,494,481,395,10.403,M,right,3
90404,65.8,162.5,80.8,25.6,842,583,499,439,15.498,M,right,1
90405,46.6,152.4,61.4,24.5,729,519,494,422,14.338,M,right,2
90406,40.1,151.8,62.1,24,772,523,495,412,14.806,M,right,2
90407,48.3,165.3,72.2,27.8,812,555,548,459,14.483,M,left,9
90408,56.6,162.7,70.6,22.8,850,572,515,439,16.952,F,right,1
90409,49.4,163.6,70.4,23.2,861,551,516,438,15.323,F,right,1
90410,49.1,164.3,64,24.3,864,550,496,445,15.496,F,right,1
90411,46.2,162,67.8,25.1,832,526,506,420,12.761,F,right,1
90412,27.8,137.2,54.7,21.2,719,459,431,346,11.526,F,,1
90413,58.2,181.6,71,26,902,630,556,470,14.505,F,right,2
90414,51.6,157.8,76.6,23.5,833,528,479,421,17.431,F,right,1
90415,49.2,166.9,65.9,24.4,825,577,536,457,14.108,F,right,4
90416,42,159.6,63.6,23,810,549,519,406,14.239,F,right,2
90417,61.6,163.6,75.6,26.5,826,592,534,437,12.859,F,right,2
90418,37.6,148.3,64.2,22.5,755,503,475,397,11.8,F,right,3
90419,45.3,151.9,67.2,22.2,814,527,460,393,14.187,F,right,2
90420,49,151.5,67.5,22.2,836,494,447,413,14.028,F,right,2
90421,42.4,151.2,66.4,21.3,826,504,446,381,15.375,F,right,2
90422,47.6,155.5,69.2,23.2,834,524,484,404,14.483,F,right,4
90423,63.5,160.9,81,24.7,847,563,509,435,16.799,F,right,4
90424,80.3,163,101,24,854,603,498,415,17.199,F,right,4
90425,52.3,163.6,66.6,22.9,874,545,517,430,15.378,F,right,3
90426,44.6,158,71.8,23.3,808,513,499,412,11.592,F,left,3
90427,40.6,145,62.8,22.9,743,502,474,390,13.04,F,right,4
90428,34.9,145.5,63.3,21.5,746,496,459,388,12.887,F,right,3
90429,80,160.2,95.1,22.7,846,598,533,441,11.405,F,right,3
90430,53.4,158,77.8,23.4,819,539,490,415,12.577,M,right,2
90431,54.7,165.1,75.6,25.4,862,570,514,427,13.437,F,right,1
90432,63.1,162.8,79.1,23.6,846,559,516,429,14.956,F,right,2
90433,35.1,140.6,67.6,21.6,724,491,441,377,10.724,F,right,5
90434,44.1,143.8,70,22.5,764,483,447,384,12.383,F,right,3
90435,38.1,140.5,58.2,22.2,717,466,448,360,10.973,F,right,1
90436,43.2,157.5,63.3,23.8,826,508,490,423,12.925,F,right,2
90437,35,150.9,61.7,22.5,773,497,497,405,13.522,F,right,1
90438,27.6,129.2,62.8,20.4,707,424,403,322,10.721,F,right,1
90439,43,154.4,60.5,22.2,804,521,473,395,12.035,F,left,2
90440,42.3,152.6,62.8,23.4,806,497,476,388,13.095,F,both,2
90441,32.7,143.2,59.7,20.3,755,489,436,373,15.082,F,right,3
90442,53.3,160.5,71,22.9,841,558,501,437,16.826,F,right,3
90443,42,156.7,63.5,23.2,789,544,482,422,13.505,F,right,1
90444,40,145.5,67.9,21.4,761,490,445,363,10.948,F,right,1
90445,41,147.5,70.6,22,764,512,468,383,11.559,F,right,3
90446,35.1,143.7,62.1,22.1,737,481,446,373,11.033,F,right,2
90447,47.3,163.6,66.7,25.1,864,554,509,434,12.955,F,right,2
90448,51.3,159.1,73.5,23.2,861,516,481,416,16.355,F,right,2
90449,46.6,160.8,66.2,24.2,838,561,513,411,12.558,F,left,3
90450,28.5,131,54.9,20.4,711,417,400,340,8.799,M,right,
90451,27.2,137.9,65.2,20.2,732,440,416,362,8.35,M,both,2
90452,31.4,141.5,60.3,23.1,700,491,469,332,10.899,F,right,1
90453,23.9,126.2,56.6,20.4,690,402,376,322,7.512,M,right,2
90454,30.1,133,69.4,21.1,720,417,414,350,6.989,F,right,3
90455,43.9,145.8,66.2,23,769,491,453,394,9.637,M,right,1
90456,21.1,120.2,51.7,18.9,654,390,385,318,7.564,M,right,2
90457,31.8,144,59.1,22.3,720,515,469,390,9.67,M,left,1
90458,24.4,125,53.2,20.5,651,407,410,346,7.096,M,right,1
90459,22.8,118.5,55,18.3,645,390,363,314,7.222,M,right,1
90460,32.1,131.3,63.2,22.1,710,428,402,353,8.626,M,left,3
90461,30.1,143.4,57.1,22.3,694,478,475,403,9.103,M,right,2
90462,38,140.9,62.9,22.9,746,477,455,388,9.943,M,right,2
90463,35,151.6,61.8,24.1,779,500,494,404,12.229,M,right,3
90464,26.5,130.2,57.6,20.7,704,420,404,348,9.637,F,right,1
90465,48.7,151.6,73.2,25.2,756,529,508,422,11.663,M,right,1
90466,37.2,132,67.5,21.2,697,451,413,354,8.462,F,right,1
90467,22.9,127.5,52.4,19.6,682,411,393,335,7.663,F,right,1
90468,24,126,50.5,19.6,650,427,399,337,8.67,M,right,1
90469,24.3,128.8,53.7,20.2,690,425,394,339,9.114,M,both,1
90470,53.3,166.6,69.2,27.2,803,608,567,486,12.492,F,right,6
90471,54.4,163.3,72.9,22.3,883,550,473,421,16.711,F,right,1
90472,21.3,118.6,54.2,18,648,377,351,301,6.25,F,right,3
90473,31.6,123.9,68,20,664,426,361,334,7.638,F,right,1
90474,22.9,120,55.5,19.1,665,379,357,295,7.096,F,right,1
90475,40.2,137.9,60.6,22.9,725,500,434,364,8.903,F,right,2
90476,26.9,129,59.3,20.6,704,424,393,330,8.9,F,right,1
90477,22.2,123.9,49.1,19.9,679,394,369,319,7.408,M,right,2
90478,24.2,122.5,56,19.9,660,405,389,326,7.685,F,right,2
90479,25.8,128.4,53.5,20,692,421,378,348,7.646,F,right,3
90480,30.7,138.8,58.5,22.3,730,446,432,381,8.596,F,right,2
90481,40.7,144.9,67,22.7,757,493,455,388,10.976,M,both,1
90482,39,138.5,73.9,21.3,732,472,441,376,9.889,F,right,2
90483,50.8,161.1,68.6,25,797,549,529,459,11.452,F,right,1
90484,27.3,127.7,54.4,21.2,677,423,412,344,8.93,F,right,2
90485,26.8,126.8,57.6,20.2,663,427,393,319,8.52,F,right,2
90486,23.2,128.2,52.3,20.6,718,385,371,328,7.334,F,right,3
90487,54.1,159.1,76,24.2,821,521,491,419,12.673,F,right,4
90488,26.3,123.5,53.5,18.9,684,398,375,320,7.655,F,right,1
90489,40.8,152.4,62.3,23.5,795,489,486,388,10.639,F,,
90490,36.8,144.6,64.9,21.4,748,494,439,371,12.591,F,both,1
90491,14.3,96.3,49.6,15.1,,275,,254,2.945,F,,2
90492,17.4,103.2,53.2,17.1,,335,,273,4.128,M,right,1
90493,19.5,111.9,52.5,18.2,,350,,299,5.823,M,right,1
90494,18.1,108.9,51.5,16.4,,356,308,275,5.434,F,both,1
90495,112.3,194.4,105.3,30.1,975,697,628,531,18.242,M,right,3
90496,44.9,147.1,68.6,23.1,791,486,458,404,15.619,F,right,1
90497,67.9,172.8,78.8,28.6,894,590,545,495,15.63,M,right,1
90498,64.6,183.1,67.7,28.3,965,610,574,499,16.542,M,right,2
90499,74.1,178.6,78,27.7,890,627,568,505,15.611,M,right,2
90500,55.6,169.5,70.1,25.8,886,570,513,453,16.18,M,right,1
90501,71,173.4,80.2,26.3,945,582,523,449,16.626,M,right,1
90502,46.8,166.8,65.3,24.3,867,549,506,441,16.224,M,right,1
90503,64.8,168.4,76.6,26,876,575,553,460,16.462,M,both,3
90504,55.5,172.6,67.3,25.3,927,563,526,450,15.906,M,right,2
90505,65.2,179,70.5,26.9,928,601,557,472,16.621,M,right,2
90506,53.9,150,80.3,22.9,817,493,455,393,13.782,F,right,4
90507,30.4,134.3,58,21.6,721,420,412,362,9.571,M,right,4
90508,49.2,157.7,69.9,25.6,831,526,505,449,12.785,M,right,2
90509,16.8,108,50.1,16.4,603,325,334,280,5.746,M,right,2
90510,22.4,116.5,52,18.5,629,383,363,295,6.368,F,right,3
90511,19.7,111.5,53.3,17.3,626,348,323,289,6.433,F,right,2
90512,26.7,129,56,21.1,688,410,405,335,7.983,F,right,1
90513,25.5,126.4,59.5,19.5,682,398,399,327,7.55,F,right,1
90514,38.8,126.9,78.8,20.2,671,447,410,344,8.331,F,right,2
90515,31.6,132,62.8,20.1,715,424,403,338,8.413,F,right,1
90516,24,134,59.1,20,699,452,425,346,8.457,F,right,2
90517,26.8,129.5,56,20.5,688,425,398,339,10.165,F,right,2
90518,30.4,131.4,62.1,20.2,702,429,426,345,8.553,F,right,1
90519,20.6,118.2,52.8,18.8,653,366,333,304,6.997,M,right,3
90520,27.5,128.4,57.3,19.3,702,425,403,346,6.978,M,right,1
90521,21,118.6,51.6,18.8,664,380,346,308,6.466,M,right,4
